social_network,outbound_post,status,account,account_type,author_name,campaign_name,permalink,scheduledtime,publishedtime,tags,published_date,day_of_week,time_of_day,events_outbound_message,media_format_outbound_message,related_product_outbound_message,msft_learn_product_program_outbound_message,c_641deea526668532c520df4c,msft_learn_content_owner_outbound_message,msft_learn_primary_audience_outbound_message,primary_objective_outbound_message,media_type,permalink_1,account_1,msft_learn_approvers_outbound_message,gdc_impressions_sum,gdc_total_engagements_sum,post_likes_and_reactions_sum,post_comments_sum,post_shares_sum,estimated_clicks_sum,gdc_total_engagement_views_sum,count_of_positive_comments_sum,count_of_neutral_comments_sum,count_of_negative_comments_sum,followers_at_post_time_sum,instagram_business_post_impressions_sum,x_poll_votes_sum,stories_alcance,stories_visitas_perfil,stories_navegacao,stories_seguimentos
Threads,"With all the buzz around AI, it can be hard to know where to even begin. That's why our AI 101 course walks you through the basics, step by step. 

No coding needed, no complicated language, just clear explanations without any fluff. ✅ 

👉 Discover how AI can empower you: https://learn.microsoft.com/en-us/plans/ai/",SENT,microsoftlearn,THREADS,Emma Casey,Social: Broadcast (21),https://www.threads.com/@microsoftlearn/post/DQo4dr5jNc1,2025-11-04 10:00:00,2025-11-04 10:00:22,,11-04-2025 10:00,Tuesday,10:00,, , ,AI, ,MSFT Learn | Agency (Dojo) created,General,,Link,https://www.threads.com/@microsoftlearn/post/DQo4dr5jNc1,microsoftlearn,,299,2,1,0,0,13,2,0,0,0,3548,0,,,,,
Threads,"Can’t make it to Ignite in person? No worries. 🌍
You can still join the digital experience from anywhere.
Save the date: November 18–20.
 👉 https://ignite.microsoft.com/",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.threads.com/@microsoftlearn/post/DQrgVaUEbAg,2025-11-05 10:26:53,2025-11-05 10:26:53,,11-05-2025 10:26,Wednesday,10:00,, , ,, ,,,,Photo,https://www.threads.com/@microsoftlearn/post/DQrgVaUEbAg,microsoftlearn,,301,2,1,0,1,0,2,0,0,0,3969,0,,,,,
Threads,The most underrated IT skill in 2026: Translating technical risk into business language. Agree or disagree?,SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DWH7gTPmBYS,2026-03-20 19:00:00,2026-03-20 19:00:22,,03-20-2026 19:00,Friday,19:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,IT Pro,,Text,https://www.threads.com/@microsoftlearn/post/DWH7gTPmBYS,microsoftlearn,,315,9,6,3,0,0,9,0,3,0,14075,0,,,,,
Threads,"Hot take: Data literacy isn’t optional anymore. 
The good news? You don’t need to be technical to start. This Power BI Learning Path helps you build your first dashboard and actually understand what you’re looking at. 
Start here ➡️ https://learn.microsoft.com/en-us/training/paths/prepare-visualize-data-power-bi/",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DU3P7iflGrx,2026-02-17 10:00:00,2026-02-17 10:00:23,,02-17-2026 10:00,Tuesday,10:00,, , ,Microsoft Applied Skills, ,MSFT Learn | Microsoft created,Developer,,Link,https://www.threads.com/@microsoftlearn/post/DU3P7iflGrx,microsoftlearn,,324,14,12,2,0,20,14,1,1,0,13334,0,,,,,
Threads,"on a scale of 1 to 5 (5 being smashing it), how are those New Year’s resolutions looking? 👀",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DT_8KlODHP9,2026-01-26 22:29:04,2026-01-26 22:29:04,,01-26-2026 22:29,Monday,22:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Text,https://www.threads.com/@microsoftlearn/post/DT_8KlODHP9,microsoftlearn,,329,13,9,4,0,0,13,3,1,0,11379,0,,,,,
Threads,"Machine learning learns the same way you do: by looking at examples. 
It studies past data such as: 
• weather 
• photos 
• words you’ve typed 
Then it looks for patterns and turns those patterns into simple rules the computer can follow.
Those rules become your machine learning model.",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DV9JbSNlf7I,2026-03-16 14:30:00,2026-03-16 14:30:22,,03-16-2026 14:30,Monday,14:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Text,https://www.threads.com/@microsoftlearn/post/DV9JbSNlf7I,microsoftlearn,,330,13,12,1,0,0,13,0,1,0,13975,0,,,,,
X,"📊 Analyze Data: Excel now interprets your entire dataset spotting trends, outliers, and correlations instantly.
It’s like having a built-in data analyst.",SENT,Microsoft Learn,TWITTER,Emma Casey,Social: Broadcast (21),https://twitter.com/MicrosoftLearn/status/1977766330808897966,2025-10-13 12:00:00,2025-10-13 12:00:13,,10-13-2025 12:00,Monday,12:00,, , ,AI, ,MSFT Learn | Agency (Dojo) created,Biz User,,Text,https://twitter.com/MicrosoftLearn/status/1977766330808897966,Microsoft Learn,,332,4,3,1,0,0,4,1,0,0,484922,0,,,,,
X,"So that's why we're seeing a 2am spike, makes total sense now!",SENT,Microsoft Learn,TWITTER,SprinklrSystem ,[Auto Import] (Universal),https://twitter.com/MicrosoftLearn/status/2040090769600520689,2026-04-03 11:35:17,2026-04-03 11:35:17,,04-03-2026 11:35,Friday,11:00,, , ,, ,,,,Text,https://twitter.com/MicrosoftLearn/status/2040090769600520689,Microsoft Learn,,339,7,5,1,0,0,7,0,1,0,483866,0,,,,,
Threads,Copy + paste this prompt into Copilot when you feel scattered or unsure what to prioritize:,SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DV_upTxCQHs,2026-03-17 14:33:43,2026-03-17 14:33:43,,03-17-2026 14:33,Tuesday,14:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,Biz User,,Text,https://www.threads.com/@microsoftlearn/post/DV_upTxCQHs,microsoftlearn,,342,5,4,0,1,0,5,0,0,0,13996,0,,,,,
TikTok,Meet Kemmy! She's a Partner Developer Manager at Microsoft. And she really knows her AI agents. ,SENT,Microsoft Learn,TIKTOK_BUSINESS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.tiktok.com/@microsoftlearn/video/7594611403051322637,2026-01-12 17:51:31,2026-01-12 17:51:31,,01-12-2026 17:51,Monday,17:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,General,,Video,https://www.tiktok.com/@microsoftlearn/video/7594611403051322637,Microsoft Learn,,345,21,16,4,1,0,366,2,1,1,6954,0,,,,,
Threads,"AI is present in our everyday lives, from the playlists we listen to, the productivity tools we use for work and even the way we shop.
👉 Learn how it works and how you can integrate it with Microsoft Learn's AI Learning Hub:  https://learn.microsoft.com/en-us/ai/?tabs=developer",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DRzzq_hDspN,2025-12-03 12:21:11,2025-12-03 12:21:11,,12-03-2025 12:21,Wednesday,12:00,, , ,Other, ,MSFT Learn | Agency (Dojo) created,General,,Link,https://www.threads.com/@microsoftlearn/post/DRzzq_hDspN,microsoftlearn,AON Approver Group,346,3,3,0,0,0,3,0,0,0,9859,0,,,,,
Threads,"Complete the sentence: “The most underrated part of learning is _______.”
No wrong answers.",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DUlHf6lkWNS,2026-02-10 09:00:00,2026-02-10 09:00:20,,02-10-2026 09:00,Tuesday,09:00,, , ,Not aligned to a product, ,MSFT Learn | Agency (Dojo) created,General,,Text,https://www.threads.com/@microsoftlearn/post/DUlHf6lkWNS,microsoftlearn,,346,20,9,11,0,0,20,1,10,0,12962,0,,,,,
Threads,"Breaking news for builders: If you missed GitHub Universe, you can still catch up on the latest news and start that new project you've been thinking about. 
👉 Start learning today: learn.github.com/skills#Copilot",SENT,microsoftlearn,THREADS,Emma Casey,Social: Broadcast (21),https://www.threads.com/@microsoftlearn/post/DQVJCZvDK9h,2025-10-27 19:00:00,2025-10-27 19:00:23,,10-27-2025 19:00,Monday,19:00,, , ,Microsoft Learn Community, ,MSFT Learn | Agency (Dojo) created,Developer,,Photo,https://www.threads.com/@microsoftlearn/post/DQVJCZvDK9h,microsoftlearn,,350,13,11,0,2,7,13,0,0,0,2273,0,,,,,
X,"⚡ Flash Fill: Let Excel detect patterns based on your input and auto-complete the rest.
No formulas. Just magic. ✨",SENT,Microsoft Learn,TWITTER,Emma Casey,Social: Broadcast (21),https://twitter.com/MicrosoftLearn/status/1977766284491141502,2025-10-13 12:00:00,2025-10-13 12:00:12,,10-13-2025 12:00,Monday,12:00,, , ,AI, ,MSFT Learn | Agency (Dojo) created,Biz User,,Text,https://twitter.com/MicrosoftLearn/status/1977766284491141502,Microsoft Learn,,352,4,3,1,0,0,4,1,0,0,484922,0,,,,,
Threads,"If “agentic workflow” has ever made you pause…
This helps. Save it for later and drop it in the group chat.",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | AON (Universal),https://www.threads.com/@microsoftlearn/post/DWjOqgmlAYy,2026-03-31 09:26:29,2026-03-31 09:27:15,,03-31-2026 09:27,Tuesday,09:00,, , ,Other, ,MSFT Learn | Agency (Dojo) created,General,,Carousel,https://www.threads.com/@microsoftlearn/post/DWjOqgmlAYy,microsoftlearn,,363,14,8,3,3,0,14,0,3,0,14326,0,,,,,
TikTok,Honoring Cynthia Dwork this Women’s History Month. Her work in differential privacy helps protect our data as AI evolves. What role should ethics play in AI? 👇 #WomensHistoryMonth #WomenInTech #WomenInAI #EthicalAI,SENT,Microsoft Learn,TIKTOK_BUSINESS,Emma Casey,MSFT Learn | Women in Tech (Universal),https://www.tiktok.com/@microsoftlearn/video/7623163999567269134,2026-03-30 17:30:00,2026-03-30 17:30:00,,03-30-2026 17:30,Monday,17:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,Women In Tech,,Video,https://www.tiktok.com/@microsoftlearn/video/7623163999567269134,Microsoft Learn,,364,27,23,4,0,0,391,3,1,0,9922,0,,,,,
TikTok,"Women in tech, this one’s for you 💫 Swing by the Microsoft booth to celebrate your learning style, pick up a sticker, and explore AI prompts that help you level up your résumé or study plan. We’re here to support your journey — from curiosity to career-ready. 🎓 Plus, don’t miss our Microsoft Learn sessions: Frontier Firms in Action: A Playbook for AI Skills Adoption 📅 Wed, Nov 5 | 🕒 2:15–3:00 PM CST | 📍 S406 Vista 🎤 Featuring Elisa Graceffo AI Fluency for Every Function: Skills That Drive Adoption 📅 Thurs, Nov 6 | 🕒 9:00–9:45 AM CST | 📍 S503 🎤 Featuring Ashley Masters Hall",SENT,Microsoft Learn,TIKTOK_BUSINESS,SprinklrSystem ,[Auto Import] (Universal),https://www.tiktok.com/@microsoftlearn/video/7565236617384840479,2025-10-25 15:02:02,2025-10-25 15:02:02,,10-25-2025 15:02,Saturday,15:00,, , ,, ,,,,Video,https://www.tiktok.com/@microsoftlearn/video/7565236617384840479,Microsoft Learn,,365,19,15,4,0,0,384,1,3,0,3066,0,,,,,
Threads,"📊 47% of leaders say upskilling their workforce is a top priority.
Are you ready to ignite real AI-skilling momentum? Begin by mapping the path to proficiency.
Explore the guide: https://aka.ms/AISkillsStrategyGuide",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | Executives (Universal),https://www.threads.com/@microsoftlearn/post/DR942HCEZ_O,2025-12-07 10:18:47,2025-12-07 10:18:47,,12-07-2025 10:18,Sunday,10:00,, , ,Learn for Organizations, ,MSFT Learn | Microsoft created,Decision Maker/Executive,,Link,https://www.threads.com/@microsoftlearn/post/DR942HCEZ_O,microsoftlearn,,367,15,12,2,1,0,15,0,2,0,10105,0,,,,,
Threads,"90% of orgs will feel the AI skills gap in 2026.
The fix? Build a culture of learning. Here’s how 👇
Plan → Assess → Train → Track → Celebrate

If you want to learn more, you should check out this playbook: https://arch-center.azureedge.net/ESI/microsoft-learn-for-organizations-skilling-playbook.pdf?wt.mc_id=lfo_content_webpage_wwl",SENT,microsoftlearn,THREADS,Marlon Zanatti,MSFT Learn | OBO (Universal),https://www.threads.com/@microsoftlearn/post/DTOhayIEnca,2026-01-07 17:52:33,2026-01-07 17:52:59,,01-07-2026 17:52,Wednesday,17:00,, , ,Learn for Organizations, ,MSFT Learn | Microsoft created,General,,Link,https://www.threads.com/@microsoftlearn/post/DTOhayIEnca,microsoftlearn,Commercial Skilling Approver Group,371,15,13,1,1,20,15,1,0,0,10934,0,,,,,
TikTok,"When you're a certified AI Business Professional, Copilot becomes your superpower. ⚡",SENT,Microsoft Learn,TIKTOK_BUSINESS,Emma Casey,Social: Broadcast (21),https://www.tiktok.com/@microsoftlearn/video/7600932617445313823,2026-01-29 18:40:48,2026-01-29 18:40:48,,01-29-2026 18:40,Thursday,18:00,, , ,Microsoft Certifications, ,MSFT Learn | Microsoft created,Biz User,,Video,https://www.tiktok.com/@microsoftlearn/video/7600932617445313823,Microsoft Learn,,372,32,25,5,2,0,404,3,2,0,7049,0,,,,,
X,"Step into the evolved AI Skills Navigator. 
A fresh look. A sharper experience. A glow-up made with you in mind. 

Explore more below 👇",SENT,Microsoft Learn,TWITTER,SprinklrSystem ,[Auto Import] (Universal),https://twitter.com/MicrosoftLearn/status/1993706883300143478,2025-11-26 10:42:16,2025-11-26 10:42:16,,11-26-2025 10:42,Wednesday,10:00,, , ,, ,,,,Text,https://twitter.com/MicrosoftLearn/status/1993706883300143478,Microsoft Learn,,376,164,129,8,18,0,164,0,4,4,480842,0,,,,,
TikTok,Black voices. Real Impact. Future-Building tech. #Blackinnovation #AllinTech #BHM,SENT,Microsoft Learn,TIKTOK_BUSINESS,Emma Casey,MSFT Learn | AON (Universal),https://www.tiktok.com/@microsoftlearn/video/7606033155543584013,2026-02-12 12:33:26,2026-02-12 12:33:26,,02-12-2026 12:33,Thursday,12:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Video,https://www.tiktok.com/@microsoftlearn/video/7606033155543584013,Microsoft Learn,,384,24,21,2,1,0,408,1,1,0,7154,0,,,,,
Threads,"AI questions? Bring them. The AI Tour in March covers what’s working, what’s next, and what you can try now. Free to join. Registration subject to availability, sign up now: http://aka.ms/AITourFY26",SENT,microsoftlearn,THREADS,Emma Casey,MSFT Learn | OBO (Universal),https://www.threads.com/@microsoftlearn/post/DVM69NAgEZQ,2026-02-25 20:00:00,2026-02-25 20:00:23,,02-25-2026 20:00,Wednesday,20:00,, , ,Other, ,MSFT Learn | Microsoft created,General,,Photo,https://www.threads.com/@microsoftlearn/post/DVM69NAgEZQ,microsoftlearn,,386,5,4,0,1,3,5,0,0,0,13567,0,,,,,
TikTok,"Midterms are around the corner... And higher ed faculty are feeling it too. See how Copilot can help create review sessions, practice questions and even test simulations, all from one prompt.",SENT,Microsoft Learn,TIKTOK_BUSINESS,Emma Casey,Social: Broadcast (21),https://www.tiktok.com/@microsoftlearn/video/7559948124635090189,2025-10-11 09:00:05,2025-10-11 09:00:05,,10-11-2025 09:00,Saturday,09:00,, , ,Copilot, ,MSFT Learn | Agency (Dojo) created,NextGen,,Video,https://www.tiktok.com/@microsoftlearn/video/7559948124635090189,Microsoft Learn,,387,9,5,4,0,0,396,2,2,0,2956,0,,,,,
Threads,"When human ambition meets AI, the future starts to sound different.
Find out more at Microsoft Ignite, November 18–21, 2025.",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.threads.com/@microsoftlearn/post/DRA3XDYDz7l,2025-11-13 17:32:36,2025-11-13 17:32:36,,11-13-2025 17:32,Thursday,17:00,, , ,, ,,,,Video,https://www.threads.com/@microsoftlearn/post/DRA3XDYDz7l,microsoftlearn,,399,18,16,2,0,0,18,1,1,0,7345,0,,,,,
Threads,Curiosity sparks the first step. Where will yours lead?,SENT,microsoftlearn,THREADS,SprinklrSystem ,[Auto Import] (Universal),https://www.threads.com/@microsoftlearn/post/DQbywJ1jF83,2025-10-30 08:59:59,2025-10-30 08:59:59,,10-30-2025 08:59,Thursday,08:00,, , ,, ,,,,Video,https://www.threads.com/@microsoftlearn/post/DQbywJ1jF83,microsoftlearn,,401,15,12,0,3,0,15,0,0,0,2664,0,,,,,
TikTok,"First week back: The inbox is open, the calendar is moving, and the year is slowly waking up. Take a break with us these next 30 seconds.",SENT,Microsoft Learn,TIKTOK_BUSINESS,SprinklrSystem ,MSFT Learn | AON (Universal),https://www.tiktok.com/@microsoftlearn/video/7592029923787820301,2026-01-05 18:54:12,2026-01-05 18:54:12,,01-05-2026 18:54,Monday,18:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Video,https://www.tiktok.com/@microsoftlearn/video/7592029923787820301,Microsoft Learn,,405,33,29,4,0,0,438,1,3,0,6905,0,,,,,
Threads,"Countdown to #MSIgnite: just 4 days left!
Level up your prompts with Microsoft Learn.
Smart prep, bigger impact.",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.threads.com/@microsoftlearn/post/DRDe_b3j1Qw,2025-11-14 17:56:55,2025-11-14 17:56:55,,11-14-2025 17:56,Friday,17:00,, , ,, ,,,,Photo,https://www.threads.com/@microsoftlearn/post/DRDe_b3j1Qw,microsoftlearn,,413,9,9,0,0,0,9,0,0,0,7579,0,,,,,
TikTok,Rolling through #MSIgnite? Bring your friends to the Skills Showcase at The Hub. Watching from home? Drop a 🎉 and join the party!,SENT,Microsoft Learn,TIKTOK_BUSINESS,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.tiktok.com/@microsoftlearn/video/7574531244927487287,2025-11-19 15:10:26,2025-11-19 15:10:26,,11-19-2025 15:10,Wednesday,15:00,, , ,, ,,,,Video,https://www.tiktok.com/@microsoftlearn/video/7574531244927487287,Microsoft Learn,,416,20,18,2,0,0,436,1,1,0,3749,0,,,,,
TikTok,"Had the idea, not the doc. Copilot turned a late-night scramble into a solid launch plan.",SENT,Microsoft Learn,TIKTOK_BUSINESS,Emma Casey,Social: Broadcast (21),https://www.tiktok.com/@microsoftlearn/video/7562924260138814775,2025-10-19 09:30:06,2025-10-19 09:30:06,,10-19-2025 09:30,Sunday,09:00,, , ,Copilot, ,MSFT Learn | Microsoft created,General,,Video,https://www.tiktok.com/@microsoftlearn/video/7562924260138814775,Microsoft Learn,,418,29,26,3,0,0,447,2,1,0,3011,0,,,,,
TikTok,"Start with curiosity, end with transformation. Where will yours begin?",SENT,Microsoft Learn,TIKTOK_BUSINESS,SprinklrSystem ,[Auto Import] (Universal),https://www.tiktok.com/@microsoftlearn/video/7566999904099388727,2025-10-30 09:04:35,2025-10-30 09:04:35,,10-30-2025 09:04,Thursday,09:00,, , ,, ,,,,Video,https://www.tiktok.com/@microsoftlearn/video/7566999904099388727,Microsoft Learn,,424,14,12,2,0,0,438,1,1,0,3117,0,,,,,
Threads,"On a scale from 1 to “still meaning to learn something new this week,” where are we sitting? 👀",SENT,microsoftlearn,THREADS,SprinklrSystem ,[Auto Import] (Universal),https://www.threads.com/@microsoftlearn/post/DQGFxkUkSTa,2025-10-21 22:42:54,2025-10-21 22:42:54,,10-21-2025 22:42,Tuesday,22:00,, , ,, ,,,,Text,https://www.threads.com/@microsoftlearn/post/DQGFxkUkSTa,microsoftlearn,,426,20,10,8,2,0,20,0,8,0,1697,0,,,,,
Threads,"Tomorrow’s the day. 👀
Lock in your intention and get ready for Ignite!",SENT,microsoftlearn,THREADS,SprinklrSystem ,MSFT Learn | Ignite (Universal),https://www.threads.com/@microsoftlearn/post/DRLBB9gEifk,2025-11-17 16:09:03,2025-11-17 16:09:03,,11-17-2025 16:09,Monday,16:00,, , ,, ,,,,Photo,https://www.threads.com/@microsoftlearn/post/DRLBB9gEifk,microsoftlearn,,429,12,10,1,1,0,12,1,0,0,8249,0,,,,,
TikTok,"Forgot what you last discussed with a client? Copilot didn't. One prompt, full recap. Start your Monday with clarity.",SENT,Microsoft Learn,TIKTOK_BUSINESS,SprinklrSystem ,[Auto Import] (Universal),https://www.tiktok.com/@microsoftlearn/video/7560325893076438286,2025-10-12 09:27:01,2025-10-12 09:27:01,,10-12-2025 09:27,Sunday,09:00,, , ,, ,,,,Video,https://www.tiktok.com/@microsoftlearn/video/7560325893076438286,Microsoft Learn,,861,37,34,3,0,0,446,0,1,1,2958,0,,,,,
TikTok,Drinking wisdom > doom scrolling.,SENT,Microsoft Learn,TIKTOK_BUSINESS,Emma Casey,MSFT Learn | AON (Universal),https://www.tiktok.com/@microsoftlearn/video/7615355727867219213,2026-03-09 16:30:01,2026-03-09 16:30:01,,03-09-2026 16:30,Monday,16:00,, , ,Not aligned to a product, ,MSFT Learn | Microsoft created,General,,Video,https://www.tiktok.com/@microsoftlearn/video/7615355727867219213,Microsoft Learn,,434,18,13,2,3,0,452,2,0,0,7379,0,,,,,
